listing_type,id,name,author,author_alias,attribution_link,project_key,project_name,total_downloads,2026_03_11,2026_03_12,2026_03_13,2026_03_14,2026_03_15,2026_03_16,2026_03_17,2026_03_18,2026_03_19,2026_03_20,2026_03_21,2026_03_22,2026_03_23,2026_03_24,2026_03_25,2026_03_26,2026_03_27,2026_03_28,2026_03_29,2026_03_30,2026_03_31,2026_04_01,2026_04_02,2026_04_03,2026_04_04,2026_04_05,2026_04_06,2026_04_07,2026_04_08,2026_04_09,2026_04_10,2026_04_11,2026_04_12,2026_04_13,2026_04_14,2026_04_15,2026_04_16,2026_04_17,2026_04_18,2026_04_19,2026_04_20,2026_04_21,2026_04_22,2026_04_23,2026_04_24,2026_04_25,2026_04_26,2026_04_27,2026_04_28,2026_04_29,2026_04_30,2026_05_01,2026_05_02,2026_05_03,2026_05_04,2026_05_05,2026_05_06,2026_05_07,2026_05_08,2026_05_09,2026_05_10,2026_05_11,2026_05_12,2026_05_13,2026_05_14,2026_05_15,2026_05_16,2026_05_17,2026_05_18,2026_05_19,2026_05_20,2026_05_21,2026_05_22,2026_05_23,2026_05_24,2026_05_25,2026_05_26,2026_05_27,2026_05_28,2026_05_29,2026_05_30,2026_05_31,2026_06_01,2026_06_02,2026_06_03,2026_06_04,2026_06_05,2026_06_06,2026_06_07,2026_06_08,2026_06_09,2026_06_10,2026_06_11,2026_06_12,2026_06_13,2026_06_14,2026_06_15,2026_06_16,2026_06_17,2026_06_18,2026_06_19,2026_06_20,2026_06_21,2026_06_22,2026_06_23,2026_06_24,2026_06_25,2026_06_26,2026_06_27,2026_06_28,2026_06_29,2026_06_30,2026_07_01,2026_07_02,2026_07_03,2026_07_04,2026_07_05,2026_07_06
map,yukina-pl-katowice-gzm,Katowice - GZM,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,ahkimn/subwaybuilder-eu-maps,subwaybuilder-eu-maps,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12,2,3,4,6,14,5,6,7,3,5,3,0,0,2,2,2,2,11,5,12,3,7,6,8,2,2,4,3,3,0,3,1,2,0,1,2,1,0,0,5,0,2,3,3,3,0,2,2,0,1,1,1
map,yukina-cz-ostrava,Ostrava,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,ahkimn/subwaybuilder-eu-maps,subwaybuilder-eu-maps,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,4,3,5,4,12,12,5,3,3,2,1,0,1,1,0,0,3,1,2,2,13,6,3,3,2,2,4,0,0,1,1,1,0,0,2,1,0,0,1,1,3,1,2,0,2,3,0,1,3,3,5,7,2,2,4,2,3,1,1,3,2,4,0,0,0,0,3,0,0
map,sacramento,Sacramento,soccerjonj,soccerjonj,https://github.com/soccerjonj,soccerjonj/sacramento,Sacramento,187,10,3,1,7,1,0,2,4,2,0,4,3,5,1,3,4,3,0,1,4,1,2,6,1,0,3,5,0,4,3,4,4,3,0,0,5,3,0,0,0,2,1,2,0,0,0,1,3,1,0,1,0,1,3,2,1,0,0,1,4,1,3,2,1,1,1,5,1,2,2,0,0,0,0,2,0,0,1,0,1,1,1,0,2,1,1,1,4,2,2,1,2,0,0,1,0,1,1,2,1,2,0,2,1,0,1,0,1,1,2,2,0,2,0,0,0,1,0
map,ulsan-4,Ulsan (40km×40km),kimth9,kimth9,https://github.com/kimth9,kimth9/sb_korean_map_pack,sb_korean_map_pack,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,14,4,3,11,3,14,10,0,8,2,3,4,6,1,0,0,2,6,3,1,3,1,1,2,2,0,1,0,1,3,3,0,0,0,0,1,1,1,0,5,0,0,0,1,2,1,3,4,1,1,0,0,0,1,3,0,1,0,0,5,0,0,0,0,0,0,0,4,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1
map,albany,Albany,soccerjonj,soccerjonj,https://github.com/soccerjonj,soccerjonj/albany,Albany,183,0,0,0,0,0,0,0,6,10,2,10,4,7,2,3,3,4,0,0,2,4,5,2,1,4,3,4,2,3,8,6,5,6,6,0,0,1,3,1,0,2,1,7,1,0,2,0,3,4,1,0,0,1,2,0,1,1,0,2,2,0,1,0,0,0,0,1,3,0,2,1,0,1,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,0,1,0,0,1,0,1,1,1,1,1,1,2,1,0,2,1,0,0,1,0,1
map,daegu-3,Daegu (30km×30km),kimth9,kimth9,https://github.com/kimth9,kimth9/sb_korean_map_pack,sb_korean_map_pack,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,10,15,5,9,4,8,10,6,4,3,5,4,5,1,1,1,2,5,2,0,7,0,2,1,2,1,0,0,2,3,4,0,0,0,0,1,0,0,0,1,1,1,0,3,2,1,1,1,1,0,0,0,0,1,5,1,0,0,0,5,0,0,0,0,0,0,0,2,0,0,1,0,2,1,1,0,0,0,0,1,0,0,1
map,chongqing,Chongqing,Kronifer,Kronifer,https://github.com/Kronifer,kronifer/sb-chinese-maps,sb-chinese-maps,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,58,53,26,38
map,spokane,Spokane,ryandicicco,ryandicicco,https://github.com/ryandicicco,ryandicicco/subway-builder-maps,Subway-Builder-Maps,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,11,2,8,3,2,2,1,2,7,6,2,4,7,8,5,5,4,1,0,3,4,5,2,2,1,2,1,2,3,0,1,1,0,0,4,2,1,0,2,0,1,0,2,1,0,0,2,1,2,1,3,0,0,0,0,0,1,2,0,3,4,0,1,0,2,0,1,0,3,1,1,0,0,1,0,2,0,0,1,0,0,1,1,2,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0
map,jeju-3,Jeju (30km×30km),kimth9,kimth9,https://github.com/kimth9,kimth9/sb_korean_map_pack,sb_korean_map_pack,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,9,5,3,6,2,8,8,0,3,3,1,3,4,1,1,4,3,6,2,1,4,4,3,1,3,0,0,0,2,4,3,0,0,0,0,1,1,0,0,1,1,1,0,3,1,1,1,2,1,0,0,0,0,1,5,1,0,0,0,5,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1
map,anchorage-ak,Anchorage,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,pswbsf/anchorage-ak,anchorage-ak,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,8,5,22,26,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,2,2,3,0,2,0,0,0,0,3,2,2,1,0,1,1,1,2,1,2,2,2,0,0,3,3,1,2,1,0,3,1,2,2,1,1,0,0,0,2
map,incheon-3,Incheon (30km×30km),kimth9,kimth9,https://github.com/kimth9,kimth9/sb_korean_map_pack,sb_korean_map_pack,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,13,5,4,5,2,7,7,0,4,3,1,3,7,1,3,0,5,6,3,2,6,4,1,2,2,1,0,0,3,4,3,0,0,1,1,1,0,1,1,1,3,3,4,7,1,1,2,2,1,0,0,0,1,1,4,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,0,0,2,0,0,1
map,san-juan,San Juan,rslurry,slurry,https://github.com/rslurry,rslurry/subwaybuilder-maps,subwaybuilder-maps,178,0,0,0,0,0,0,0,0,0,0,7,4,4,4,1,2,3,1,5,5,2,3,4,2,2,4,2,5,13,6,8,4,4,4,6,5,0,0,1,3,0,2,1,0,0,1,3,2,1,1,2,1,1,4,1,3,0,0,0,1,0,3,0,0,0,0,1,2,0,0,0,1,1,0,0,3,2,2,1,0,1,1,1,0,1,1,0,1,3,1,0,0,1,1,3,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1
map,yukina-hakodate,函館 (Hakodate),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,ahkimn/subwaybuilder-jp-maps,subwaybuilder-jp-maps,173,0,0,0,0,5,7,2,2,2,1,2,1,2,3,1,4,3,2,6,9,2,5,3,1,1,1,13,4,6,0,3,3,3,4,1,2,2,13,1,3,5,2,0,1,2,1,0,2,4,4,0,0,0,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
map,nashville,Nashville,soccerjonj,soccerjonj,https://github.com/soccerjonj,soccerjonj/nashville,Nashville,172,8,1,0,0,0,0,5,5,2,0,5,2,6,0,3,4,2,2,2,3,2,4,3,1,0,1,3,0,6,4,6,3,6,1,3,4,4,1,2,1,1,2,2,0,0,0,0,4,0,3,3,0,1,3,1,0,0,1,1,2,3,1,2,1,0,1,1,1,0,3,0,1,1,2,0,0,1,0,1,2,1,2,1,0,0,1,0,1,0,2,1,0,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,1,1,1,2,0,1,0,0,1,0,0
map,turin,Turin,Maximilian284,max02,https://github.com/Maximilian284,maximilian284/subwaybuilder-it-maps,subwaybuilder-it-maps,170,6,3,1,2,2,1,0,1,2,0,2,0,1,1,1,5,3,2,1,6,4,5,0,2,2,1,2,2,5,5,3,2,5,4,2,3,1,0,0,2,0,1,0,1,1,1,3,4,1,1,1,3,3,1,4,0,0,0,2,0,4,0,0,2,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,2,1,0,1,1,1,1,1,2,0,1,1,2,1,1,3,1,0,2,2,2,0,1,1,0,0,1,1,1,0,1,0,0,0,2,3
map,yukina-matsuyama,松山 (Matsuyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,ahkimn/subwaybuilder-jp-maps,subwaybuilder-jp-maps,170,20,4,3,5,9,1,0,0,5,0,0,2,20,1,4,1,1,1,3,5,3,6,1,0,2,7,0,4,2,2,0,1,3,4,0,0,0,1,1,7,4,1,2,1,0,0,0,1,3,3,0,1,0,1,0,0,1,0,0,0,0,1,2,0,0,0,3,1,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
map,florence,Florence,Maximilian284,max02,https://github.com/Maximilian284,maximilian284/subwaybuilder-it-maps,subwaybuilder-it-maps,169,8,4,0,6,4,0,0,0,2,0,5,0,1,1,2,5,2,0,3,4,2,5,1,2,1,4,2,4,9,3,5,3,5,2,3,4,3,1,1,2,0,0,0,1,1,0,1,2,2,0,1,1,2,1,0,0,0,1,2,2,0,1,1,1,3,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,1,0,2,1,0,2,0,2,0,4,1,1,0,0,2,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,2,1,2,0,1,1,0,3
map,genoa,Genoa,Maximilian284,max02,https://github.com/Maximilian284,maximilian284/subwaybuilder-it-maps,subwaybuilder-it-maps,163,0,0,0,0,0,0,0,24,2,0,0,0,0,0,2,2,1,1,2,4,2,6,1,2,1,2,1,3,6,2,3,1,3,6,5,3,1,1,2,2,1,1,1,0,1,1,2,2,2,1,4,3,3,1,1,2,0,0,2,3,2,1,0,1,2,0,0,1,0,0,1,0,0,2,1,1,0,1,0,0,0,0,2,0,0,1,0,0,2,1,1,0,0,0,2,1,0,0,1,0,0,3,0,0,1,1,0,0,3,2,2,1,1,0,0,0,0,3
map,oklahoma-city,Oklahoma City,ryandicicco,ryandicicco,https://github.com/ryandicicco,ryandicicco/subway-builder-maps,Subway-Builder-Maps,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,5,2,3,4,2,3,0,13,13,8,4,7,1,3,1,2,1,3,1,0,0,2,1,3,0,0,1,0,0,4,3,1,0,2,1,1,0,0,1,0,0,3,1,2,1,2,3,1,1,1,1,1,0,0,1,0,2,2,1,0,0,1,2,0,0,0,1,1,2,0,2,1,1,2,0,0,0,1,3,1,1,1,0,0,0,0,3,1,0,0,0,1,0,0
map,yukina-kochi,高知 (Kōchi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,ahkimn/subwaybuilder-jp-maps,subwaybuilder-jp-maps,161,19,3,4,3,10,2,0,0,5,0,0,0,2,2,2,1,3,1,5,3,2,5,1,1,3,1,1,3,7,0,3,1,4,0,1,0,0,2,0,8,5,3,2,1,1,0,0,2,3,3,0,2,0,1,1,0,1,0,2,0,0,1,1,0,0,0,2,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,3,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
map,waterloo,Region of Waterloo,Kronifer,Kronifer,https://github.com/Kronifer,kronifer/sb-waterloo-map,sb-waterloo-map,160,33,3,10,6,5,1,3,3,6,2,9,2,9,1,6,7,3,3,2,8,4,11,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,4,1,0,1,0,0
map,yukina-pl-lodz,Łódź,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,ahkimn/subwaybuilder-eu-maps,subwaybuilder-eu-maps,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,3,2,8,1,6,8,9,3,4,0,2,11,4,7,4,3,2,3,0,0,0,2,0,0,8,5,3,1,3,2,2,1,0,8,1,3,1,0,0,2,0,1,3,0,4,0,2,0,0,1,4,1,0,0,0,0,3,0,0
map,jeju-f,Jeju (Full Island),kimth9,kimth9,https://github.com/kimth9,kimth9/sb_korean_map_pack,sb_korean_map_pack,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,16,5,2,4,3,2,1,1,1,7,7,2,5,0,5,2,2,3,4,1,2,0,3,2,2,1,1,3,0,0,3,0,0,0,1,2,1,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,1,2,4,1,1,2,1,1,0,0,2,0,2,1,0,0,1,1
map,richmond,Richmond,rslurry,slurry,https://github.com/rslurry,rslurry/subwaybuilder-maps,subwaybuilder-maps,157,17,1,3,4,4,2,2,3,1,0,4,2,2,1,2,0,1,0,2,5,2,4,1,2,1,2,4,3,5,4,5,0,6,1,1,2,2,2,2,5,2,1,0,1,0,1,1,2,0,0,1,0,0,2,3,1,0,1,2,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,3,0,0,0,0,1,0,0,1,2,0,1,0,0,1,1,1,0,1,0,0,0,0,0
mod,tathan-casino,TATHAN Casino,TathanDev,TathanDev,https://github.com/TathanDev,tathandev/tathancasino,TathanCasino,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,6,5,5,2,3,1,4,0,5,5,1,3,4,4,2,3,3,5,1,0,3,1,1,1,0,0,2,3,0,2,1,2,0,3,3,1,1,2,1,2,0,3,2,1,1,2,0,1,0,1,0,0,2,1,2,1,0,1,0,3,1,0,1,1,2,1,1,0,1,0,2,4,1,1,1,3,0,1,2,0,1
map,orange-county,Orange County,rslurry,slurry,https://github.com/rslurry,rslurry/subwaybuilder-maps,subwaybuilder-maps,154,15,6,4,7,8,1,0,2,1,0,1,2,1,0,1,1,1,0,0,5,1,6,1,3,1,3,0,4,4,1,2,2,6,2,1,3,2,1,6,1,1,2,0,1,0,1,2,2,0,1,0,0,0,2,2,0,0,2,0,2,1,0,1,0,0,1,2,1,0,2,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,2,1,3,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
map,puebla,Puebla,rslurry,slurry,https://github.com/rslurry,rslurry/subwaybuilder-maps,subwaybuilder-maps,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,1,3,2,0,2,1,3,4,9,13,10,1,2,3,2,1,1,2,1,2,10,9,6,2,4,0,0,1,1,2,1,0,2,1,1,0,2,0,0,1,1,0,1,0,1,0,0,1,2,0,0,1,0,1,0,2,0,1,2,1,0,2,0,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
map,jacksonville,Jacksonville,rslurry,slurry,https://github.com/rslurry,rslurry/subwaybuilder-maps,subwaybuilder-maps,152,18,3,0,5,3,1,1,2,3,0,2,0,2,1,1,0,3,0,0,3,1,2,4,2,1,1,1,4,2,4,5,5,2,2,3,1,0,1,0,3,1,1,0,0,1,2,0,1,1,1,1,1,1,3,1,3,1,1,1,0,0,1,2,0,0,3,1,1,0,1,1,2,2,2,1,2,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,1,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,1,0,0,0,0,0
map,cdmx-core,CDMX Core,rslurry,slurry,https://github.com/rslurry,rslurry/subwaybuilder-maps,subwaybuilder-maps,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,14,7,5,5,7,3,3,1,4,2,1,0,1,2,1,0,6,0,2,1,4,1,1,0,2,1,1,4,1,2,3,4,2,3,0,2,1,0,1,0,1,2,1,1,0,1,1,2,4,1,2,3,0,0,2,0,0
map,sejong-3,Sejong (30km×30km),kimth9,kimth9,https://github.com/kimth9,kimth9/sb_korean_map_pack,sb_korean_map_pack,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,8,4,3,7,2,8,9,0,4,2,1,4,4,1,0,0,2,5,3,3,5,1,2,1,3,0,0,0,1,3,4,0,0,0,0,1,0,0,0,1,1,1,0,3,1,1,1,2,1,0,0,0,0,1,3,1,0,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1
map,pyongyang-nk,Pyongyang,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,pswbsf/pyongyang-nk,pyongyang-nk,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,15,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,1,0,2,2,1,0,0,0,0,3,1,1,1,4,0,0,0,3,1,1,3,1,2,0,3,0,0,1,1,2,0,1,3,1,1,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,3,0,1,1,2,1,0,0,0,0,1
map,mfn-hamptonroads,Norfolk,crumpetime,muffintime,https://github.com/crumpetime,crumpetime/sb-maps-orf,sb-maps-orf,142,0,0,2,11,9,4,4,6,3,2,9,6,7,3,4,4,5,0,0,6,5,3,3,4,5,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,2,3,0,2,0,3,2,1,0,0,1,2,0,1,2,1,3,0,0,1,0,0
map,yukina-bydgoszcz-torun,Bydgoszcz - Toruń,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,ahkimn/subwaybuilder-eu-maps,subwaybuilder-eu-maps,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,3,5,3,6,7,5,7,2,1,6,7,5,4,4,4,2,0,0,0,0,1,0,1,3,6,3,2,2,5,3,0,0,1,0,4,0,0,2,2,1,0,1,0,1,1,0,0,0,2,2,3,0,2,0,0,3,1,0
map,yukina-kagoshima-kirishima,鹿児島 (Kagoshima),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,ahkimn/subwaybuilder-jp-maps,subwaybuilder-jp-maps,141,21,5,3,3,9,4,1,3,1,0,1,0,2,1,1,2,2,1,3,5,4,5,3,1,3,3,2,5,3,0,3,2,4,0,1,3,0,0,0,0,1,0,1,0,0,0,1,0,5,2,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
map,buffalo-ny,Buffalo,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,pswbsf/buffalo-ny,buffalo-ny,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,4,10,5,2,3,6,5,1,2,5,2,4,2,2,3,4,5,4,5,0,2,0,1,1,1,1,1,1,3,0,1,0,1,4,2,0,0,0,0,2,2,1,0,0,2,2,1,2,0,0,2,0,1,0,1,2,2,0,1,1,1,0,0,1,2,1,2,0,1,2,1,0,1,1,0,1,0,0,0,1,0
map,colorado-ski-country,Colorado Ski Country,soccerjonj,soccerjonj,https://github.com/soccerjonj,soccerjonj/colorado-ski-country,Colorado-Ski-Country,140,19,2,2,7,1,0,3,5,2,0,7,3,6,0,4,2,3,0,3,2,2,6,0,2,0,4,1,0,3,1,6,0,2,6,0,0,0,1,0,1,1,0,2,1,0,2,1,3,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,2,2,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
map,ciudad-juarez-el-paso,Ciudad Juárez-El Paso,rslurry,slurry,https://github.com/rslurry,rslurry/subwaybuilder-maps,subwaybuilder-maps,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,8,8,3,4,3,2,1,0,1,1,11,11,9,3,1,4,4,0,3,0,2,2,1,0,0,1,2,0,1,1,1,1,2,1,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0,1,0,0,2,0,1,0,0,1,0,0,0,1,1,2,0,0,0,0,1
map,yukina-tw-tainan,臺南 (Tainan),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,ahkimn/subwaybuilder-tw-maps,subwaybuilder-tw-maps,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,4,7,0,1,3,1,15,10,11,4,1,5,2,5,1,3,4,3,1,6,2,2,0,4,0,1,4,4,0,0,4,2,0,1,1,2,1,0,0,1,0
map,greater-portland,Greater Portland,rslurry,slurry,https://github.com/rslurry,rslurry/subwaybuilder-maps,subwaybuilder-maps,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,11,14,9,1,4,3,3,5,6,0,3,1,3,1,1,0,1,0,4,0,4,4,1,1,1,1,3,2,2,3,0,1,0,1,0,4,0,0,1,1,2,2,0,0,2,3,0,1,0,0
map,pianura-veneta,Pianura Veneta,Maximilian284,max02,https://github.com/Maximilian284,maximilian284/subwaybuilder-it-maps,subwaybuilder-it-maps,136,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,4,3,3,5,2,9,2,1,1,3,3,1,7,1,4,4,4,2,0,3,0,0,2,2,1,1,1,0,0,1,1,2,0,1,3,0,1,1,2,1,0,0,2,0,1,0,0,2,2,1,0,2,0,1,0,1,0,2,1,1,0,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,2,0,2,0,2,1,0,1,0,2,1,1,0,0,0,0,3
map,yukina-niigata,新潟 (Niigata),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,ahkimn/subwaybuilder-jp-maps,subwaybuilder-jp-maps,136,29,5,3,3,9,1,0,0,0,0,0,0,0,0,0,2,3,2,2,4,3,5,2,1,4,1,4,2,5,1,3,2,3,4,1,0,1,0,0,1,1,0,0,0,2,0,1,0,3,2,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
map,louisville,Louisville,soccerjonj,soccerjonj,https://github.com/soccerjonj,soccerjonj/louisville,Louisville,135,16,1,2,5,1,0,2,3,2,3,4,2,6,1,3,2,2,1,2,1,2,3,2,1,1,2,2,0,1,2,5,1,3,0,3,0,0,1,0,2,2,0,2,0,0,0,1,4,0,0,2,0,0,3,2,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,3,1,0,1,1,1,1,0,0,0,0,0
